date,year,week,year_week,month,year_month,day,weekday,weekday_name,hour,n_calls_in_week,share_calls,est_n_calls,best_n_servers
2021-05-22,2021,20,2021 W20,5,2021 M 5,22,5,Sat,22,12971.17791173931,1.1402731442869057e-05,0.14790685822523844,0
2021-05-29,2021,21,2021 W21,5,2021 M 5,29,5,Sat,22,13345.482791699462,1.1402731442869057e-05,0.15217495624917937,0
2021-06-05,2021,22,2021 W22,6,2021 M 6,5,5,Sat,22,13692.938137905221,1.1402731442869057e-05,0.15613689625035274,0
2021-06-12,2021,23,2021 W23,6,2021 M 6,12,5,Sat,22,14009.942764144365,1.1402731442869057e-05,0.1597516148695048,0
2021-06-19,2021,24,2021 W24,6,2021 M 6,19,5,Sat,22,14293.040839775287,1.1402731442869057e-05,0.1629797061979172,0
2021-06-26,2021,25,2021 W25,6,2021 M 6,26,5,Sat,22,14538.955421900844,1.1402731442869057e-05,0.1657838041357803,0
2021-07-03,2021,26,2021 W26,7,2021 M 7,3,5,Sat,22,14744.621987542245,1.1402731442869057e-05,0.1681289647505664,0
2021-07-10,2021,27,2021 W27,7,2021 M 7,10,5,Sat,22,14907.221965812892,1.1402731442869057e-05,0.16998304863540295,0
2021-07-17,2021,28,2021 W28,7,2021 M 7,17,5,Sat,22,15024.21627009226,1.1402731442869057e-05,0.17131710326744587,0
2021-07-24,2021,29,2021 W29,7,2021 M 7,24,5,Sat,22,15093.378830199763,1.1402731442869057e-05,0.17210574536625303,0
2021-07-31,2021,30,2021 W30,7,2021 M 7,31,5,Sat,22,15112.830124568613,1.1402731442869057e-05,0.1723275432521572,0
2021-08-07,2021,31,2021 W31,8,2021 M 8,7,5,Sat,22,15081.070712419678,1.1402731442869057e-05,0.17196539920463952,0
2021-08-14,2021,32,2021 W32,8,2021 M 8,14,5,Sat,22,14997.014765935355,1.1402731442869057e-05,0.17100693182070262,0
2021-08-21,2021,33,2021 W33,8,2021 M 8,21,5,Sat,22,14860.023602433455,1.1402731442869057e-05,0.16944485837324427,0
2021-08-28,2021,34,2021 W34,8,2021 M 8,28,5,Sat,22,14669.939216541028,1.1402731442869057e-05,0.16727737716943025,0
2021-09-04,2021,35,2021 W35,9,2021 M 9,4,5,Sat,22,14427.117812368251,1.1402731442869057e-05,0.16450854990906771,0
2021-09-11,2021,36,2021 W36,9,2021 M 9,11,5,Sat,22,14132.463335682305,1.1402731442869057e-05,0.16114868404297875,0
2021-09-18,2021,37,2021 W37,9,2021 M 9,18,5,Sat,22,13787.461006081203,1.1402731442869057e-05,0.15721471513137317,0
2021-09-25,2021,38,2021 W38,9,2021 M 9,25,5,Sat,22,13394.2108491677,1.1402731442869057e-05,0.1527305892022224,0
2021-10-02,2021,39,2021 W39,10,2021 M10,2,5,Sat,22,12955.461228723118,1.1402731442869057e-05,0.14772764510963207,0
2021-10-09,2021,40,2021 W40,10,2021 M10,9,5,Sat,22,12474.64237888123,1.1402731442869057e-05,0.14224499689221584,0
2021-10-16,2021,41,2021 W41,10,2021 M10,16,5,Sat,22,11955.899936302148,1.1402731442869057e-05,0.13632991613146866,0
2021-10-23,2021,42,2021 W42,10,2021 M10,23,5,Sat,22,11404.128472346118,1.1402731442869057e-05,0.13003821431013934,0
2021-10-30,2021,43,2021 W43,10,2021 M10,30,5,Sat,22,10825.005025247476,1.1402731442869057e-05,0.12343462517060494,0
2021-11-06,2021,44,2021 W44,11,2021 M11,6,5,Sat,22,10225.022632288443,1.1402731442869057e-05,0.11659318707324316,0
2021-11-13,2021,45,2021 W45,11,2021 M11,13,5,Sat,22,9611.52386197302,1.1402731442869057e-05,0.109597625354806,0
2021-11-20,2021,46,2021 W46,11,2021 M11,20,5,Sat,22,8992.734346200836,1.1402731442869057e-05,0.10254173468679278,0
2021-11-27,2021,47,2021 W47,11,2021 M11,27,5,Sat,22,8377.796312441054,1.1402731442869057e-05,0.09552976143382405,0
2021-12-04,2021,48,2021 W48,12,2021 M12,4,5,Sat,22,7776.802115906185,1.1402731442869057e-05,0.08867678601201406,0
2021-12-11,2021,49,2021 W49,12,2021 M12,11,5,Sat,22,7200.827771725955,1.1402731442869057e-05,0.08210910524734429,0
2021-12-18,2021,50,2021 W50,12,2021 M12,18,5,Sat,22,6661.966487121259,1.1402731442869057e-05,0.0759646147340375,0
2021-12-25,2021,51,2021 W51,12,2021 M12,25,5,Sat,22,6173.36219357787,1.1402731442869057e-05,0.07039319119292947,0
2021-04-03,2021,13,2021 W13,4,2021 M 4,3,5,Sat,23,9916.789254223993,1.6289616346955796e-06,0.016154069234492273,0
2021-04-10,2021,14,2021 W14,4,2021 M 4,10,5,Sat,23,10373.039545103224,1.6289616346955796e-06,0.01689728345415324,0
2021-04-17,2021,15,2021 W15,4,2021 M 4,17,5,Sat,23,10828.901859085996,1.6289616346955796e-06,0.017639865674334725,0
2021-04-24,2021,16,2021 W16,4,2021 M 4,24,5,Sat,23,11280.696421834047,1.6289616346955796e-06,0.018375821683815366,0
2021-05-01,2021,17,2021 W17,5,2021 M 5,1,5,Sat,23,11724.654089362664,1.6289616346955796e-06,0.019099011691648418,0
2021-05-08,2021,18,2021 W18,5,2021 M 5,8,5,Sat,23,12156.94988021456,1.6289616346955796e-06,0.019803204949786542,0
2021-05-15,2021,19,2021 W19,5,2021 M 5,15,5,Sat,23,12573.736507633728,1.6289616346955796e-06,0.020482134375706527,0
2021-05-22,2021,20,2021 W20,5,2021 M 5,22,5,Sat,23,12971.17791173931,1.6289616346955796e-06,0.021129551175034064,0
2021-05-29,2021,21,2021 W21,5,2021 M 5,29,5,Sat,23,13345.482791699462,1.6289616346955796e-06,0.02173927946416848,0
2021-06-05,2021,22,2021 W22,6,2021 M 6,5,5,Sat,23,13692.938137905221,1.6289616346955796e-06,0.022305270892907535,0
2021-06-12,2021,23,2021 W23,6,2021 M 6,12,5,Sat,23,14009.942764144365,1.6289616346955796e-06,0.022821659267072112,0
2021-06-19,2021,24,2021 W24,6,2021 M 6,19,5,Sat,23,14293.040839775287,1.6289616346955796e-06,0.02328281517113103,0
2021-06-26,2021,25,2021 W25,6,2021 M 6,26,5,Sat,23,14538.955421900844,1.6289616346955796e-06,0.02368340059082576,0
2021-07-03,2021,26,2021 W26,7,2021 M 7,3,5,Sat,23,14744.621987542245,1.6289616346955796e-06,0.0240184235357952,0
2021-07-10,2021,27,2021 W27,7,2021 M 7,10,5,Sat,23,14907.221965812892,1.6289616346955796e-06,0.02428329266220042,0
2021-07-17,2021,28,2021 W28,7,2021 M 7,17,5,Sat,23,15024.21627009226,1.6289616346955796e-06,0.02447387189534941,0
2021-07-24,2021,29,2021 W29,7,2021 M 7,24,5,Sat,23,15093.378830199763,1.6289616346955796e-06,0.024586535052321862,0
2021-07-31,2021,30,2021 W30,7,2021 M 7,31,5,Sat,23,15112.830124568613,1.6289616346955796e-06,0.024618220464593887,0
2021-08-07,2021,31,2021 W31,8,2021 M 8,7,5,Sat,23,15081.070712419678,1.6289616346955796e-06,0.024566485600662786,0
2021-08-14,2021,32,2021 W32,8,2021 M 8,14,5,Sat,23,14997.014765935355,1.6289616346955796e-06,0.024429561688671803,0
2021-08-21,2021,33,2021 W33,8,2021 M 8,21,5,Sat,23,14860.023602433455,1.6289616346955796e-06,0.024206408339034896,0
2021-08-28,2021,34,2021 W34,8,2021 M 8,28,5,Sat,23,14669.939216541028,1.6289616346955796e-06,0.023896768167061464,0
2021-09-04,2021,35,2021 W35,9,2021 M 9,4,5,Sat,23,14427.117812368251,1.6289616346955796e-06,0.0235012214155811,0
2021-09-11,2021,36,2021 W36,9,2021 M 9,11,5,Sat,23,14132.463335682305,1.6289616346955796e-06,0.02302124057756839,0
2021-09-18,2021,37,2021 W37,9,2021 M 9,18,5,Sat,23,13787.461006081203,1.6289616346955796e-06,0.022459245018767598,0
2021-09-25,2021,38,2021 W38,9,2021 M 9,25,5,Sat,23,13394.2108491677,1.6289616346955796e-06,0.021818655600317486,0
2021-10-02,2021,39,2021 W39,10,2021 M10,2,5,Sat,23,12955.461228723118,1.6289616346955796e-06,0.02110394930137601,0
2021-10-09,2021,40,2021 W40,10,2021 M10,9,5,Sat,23,12474.64237888123,1.6289616346955796e-06,0.020320713841745122,0
2021-10-16,2021,41,2021 W41,10,2021 M10,16,5,Sat,23,11955.899936302148,1.6289616346955796e-06,0.019475702304495524,0
2021-10-23,2021,42,2021 W42,10,2021 M10,23,5,Sat,23,11404.128472346118,1.6289616346955796e-06,0.018576887758591336,0
2021-10-30,2021,43,2021 W43,10,2021 M10,30,5,Sat,23,10825.005025247476,1.6289616346955796e-06,0.01763351788151499,0
2021-11-06,2021,44,2021 W44,11,2021 M11,6,5,Sat,23,10225.022632288443,1.6289616346955796e-06,0.01665616958189188,0
2021-11-13,2021,45,2021 W45,11,2021 M11,13,5,Sat,23,9611.52386197302,1.6289616346955796e-06,0.01565680362211514,0
2021-11-20,2021,46,2021 W46,11,2021 M11,20,5,Sat,23,8992.734346200836,1.6289616346955796e-06,0.014648819240970397,0
2021-11-27,2021,47,2021 W47,11,2021 M11,27,5,Sat,23,8377.796312441054,1.6289616346955796e-06,0.013647108776260578,0
2021-12-04,2021,48,2021 W48,12,2021 M12,4,5,Sat,23,7776.802115906185,1.6289616346955796e-06,0.01266811228743058,0
2021-12-11,2021,49,2021 W49,12,2021 M12,11,5,Sat,23,7200.827771725955,1.6289616346955796e-06,0.01172987217819204,0
2021-12-18,2021,50,2021 W50,12,2021 M12,18,5,Sat,23,6661.966487121259,1.6289616346955796e-06,0.010852087819148214,0
2021-12-25,2021,51,2021 W51,12,2021 M12,25,5,Sat,23,6173.36219357787,1.6289616346955796e-06,0.010056170170418497,0
2021-04-04,2021,13,2021 W13,4,2021 M 4,4,6,Sun,1,9916.789254223993,1.6289616346955796e-06,0.016154069234492273,0
2021-04-11,2021,14,2021 W14,4,2021 M 4,11,6,Sun,1,10373.039545103224,1.6289616346955796e-06,0.01689728345415324,0
2021-04-18,2021,15,2021 W15,4,2021 M 4,18,6,Sun,1,10828.901859085996,1.6289616346955796e-06,0.017639865674334725,0
2021-04-25,2021,16,2021 W16,4,2021 M 4,25,6,Sun,1,11280.696421834047,1.6289616346955796e-06,0.018375821683815366,0
2021-05-02,2021,17,2021 W17,5,2021 M 5,2,6,Sun,1,11724.654089362664,1.6289616346955796e-06,0.019099011691648418,0
2021-05-09,2021,18,2021 W18,5,2021 M 5,9,6,Sun,1,12156.94988021456,1.6289616346955796e-06,0.019803204949786542,0
2021-05-16,2021,19,2021 W19,5,2021 M 5,16,6,Sun,1,12573.736507633728,1.6289616346955796e-06,0.020482134375706527,0
2021-05-23,2021,20,2021 W20,5,2021 M 5,23,6,Sun,1,12971.17791173931,1.6289616346955796e-06,0.021129551175034064,0
2021-05-30,2021,21,2021 W21,5,2021 M 5,30,6,Sun,1,13345.482791699462,1.6289616346955796e-06,0.02173927946416848,0
2021-06-06,2021,22,2021 W22,6,2021 M 6,6,6,Sun,1,13692.938137905221,1.6289616346955796e-06,0.022305270892907535,0
2021-06-13,2021,23,2021 W23,6,2021 M 6,13,6,Sun,1,14009.942764144365,1.6289616346955796e-06,0.022821659267072112,0
2021-06-20,2021,24,2021 W24,6,2021 M 6,20,6,Sun,1,14293.040839775287,1.6289616346955796e-06,0.02328281517113103,0
2021-06-27,2021,25,2021 W25,6,2021 M 6,27,6,Sun,1,14538.955421900844,1.6289616346955796e-06,0.02368340059082576,0
2021-07-04,2021,26,2021 W26,7,2021 M 7,4,6,Sun,1,14744.621987542245,1.6289616346955796e-06,0.0240184235357952,0
2021-07-11,2021,27,2021 W27,7,2021 M 7,11,6,Sun,1,14907.221965812892,1.6289616346955796e-06,0.02428329266220042,0
2021-07-18,2021,28,2021 W28,7,2021 M 7,18,6,Sun,1,15024.21627009226,1.6289616346955796e-06,0.02447387189534941,0
2021-07-25,2021,29,2021 W29,7,2021 M 7,25,6,Sun,1,15093.378830199763,1.6289616346955796e-06,0.024586535052321862,0
2021-08-01,2021,30,2021 W30,8,2021 M 8,1,6,Sun,1,15112.830124568613,1.6289616346955796e-06,0.024618220464593887,0
2021-08-08,2021,31,2021 W31,8,2021 M 8,8,6,Sun,1,15081.070712419678,1.6289616346955796e-06,0.024566485600662786,0
2021-08-15,2021,32,2021 W32,8,2021 M 8,15,6,Sun,1,14997.014765935355,1.6289616346955796e-06,0.024429561688671803,0
2021-08-22,2021,33,2021 W33,8,2021 M 8,22,6,Sun,1,14860.023602433455,1.6289616346955796e-06,0.024206408339034896,0
2021-08-29,2021,34,2021 W34,8,2021 M 8,29,6,Sun,1,14669.939216541028,1.6289616346955796e-06,0.023896768167061464,0
2021-09-05,2021,35,2021 W35,9,2021 M 9,5,6,Sun,1,14427.117812368251,1.6289616346955796e-06,0.0235012214155811,0
2021-09-12,2021,36,2021 W36,9,2021 M 9,12,6,Sun,1,14132.463335682305,1.6289616346955796e-06,0.02302124057756839,0
2021-09-19,2021,37,2021 W37,9,2021 M 9,19,6,Sun,1,13787.461006081203,1.6289616346955796e-06,0.022459245018767598,0
2021-09-26,2021,38,2021 W38,9,2021 M 9,26,6,Sun,1,13394.2108491677,1.6289616346955796e-06,0.021818655600317486,0
2021-10-03,2021,39,2021 W39,10,2021 M10,3,6,Sun,1,12955.461228723118,1.6289616346955796e-06,0.02110394930137601,0
2021-10-10,2021,40,2021 W40,10,2021 M10,10,6,Sun,1,12474.64237888123,1.6289616346955796e-06,0.020320713841745122,0
2021-10-17,2021,41,2021 W41,10,2021 M10,17,6,Sun,1,11955.899936302148,1.6289616346955796e-06,0.019475702304495524,0
2021-10-24,2021,42,2021 W42,10,2021 M10,24,6,Sun,1,11404.128472346118,1.6289616346955796e-06,0.018576887758591336,0
2021-10-31,2021,43,2021 W43,10,2021 M10,31,6,Sun,1,10825.005025247476,1.6289616346955796e-06,0.01763351788151499,0
2021-11-07,2021,44,2021 W44,11,2021 M11,7,6,Sun,1,10225.022632288443,1.6289616346955796e-06,0.01665616958189188,0
2021-11-14,2021,45,2021 W45,11,2021 M11,14,6,Sun,1,9611.52386197302,1.6289616346955796e-06,0.01565680362211514,0
2021-11-21,2021,46,2021 W46,11,2021 M11,21,6,Sun,1,8992.734346200836,1.6289616346955796e-06,0.014648819240970397,0
2021-11-28,2021,47,2021 W47,11,2021 M11,28,6,Sun,1,8377.796312441054,1.6289616346955796e-06,0.013647108776260578,0
2021-12-05,2021,48,2021 W48,12,2021 M12,5,6,Sun,1,7776.802115906185,1.6289616346955796e-06,0.01266811228743058,0
2021-12-12,2021,49,2021 W49,12,2021 M12,12,6,Sun,1,7200.827771725955,1.6289616346955796e-06,0.01172987217819204,0
2021-12-19,2021,50,2021 W50,12,2021 M12,19,6,Sun,1,6661.966487121259,1.6289616346955796e-06,0.010852087819148214,0
2021-12-26,2021,51,2021 W51,12,2021 M12,26,6,Sun,1,6173.36219357787,1.6289616346955796e-06,0.010056170170418497,0
2021-04-04,2021,13,2021 W13,4,2021 M 4,4,6,Sun,2,9916.789254223993,1.6289616346955796e-06,0.016154069234492273,0
2021-04-11,2021,14,2021 W14,4,2021 M 4,11,6,Sun,2,10373.039545103224,1.6289616346955796e-06,0.01689728345415324,0
2021-04-18,2021,15,2021 W15,4,2021 M 4,18,6,Sun,2,10828.901859085996,1.6289616346955796e-06,0.017639865674334725,0
2021-04-25,2021,16,2021 W16,4,2021 M 4,25,6,Sun,2,11280.696421834047,1.6289616346955796e-06,0.018375821683815366,0
2021-05-02,2021,17,2021 W17,5,2021 M 5,2,6,Sun,2,11724.654089362664,1.6289616346955796e-06,0.019099011691648418,0
2021-05-09,2021,18,2021 W18,5,2021 M 5,9,6,Sun,2,12156.94988021456,1.6289616346955796e-06,0.019803204949786542,0
2021-05-16,2021,19,2021 W19,5,2021 M 5,16,6,Sun,2,12573.736507633728,1.6289616346955796e-06,0.020482134375706527,0
2021-05-23,2021,20,2021 W20,5,2021 M 5,23,6,Sun,2,12971.17791173931,1.6289616346955796e-06,0.021129551175034064,0
2021-05-30,2021,21,2021 W21,5,2021 M 5,30,6,Sun,2,13345.482791699462,1.6289616346955796e-06,0.02173927946416848,0
2021-06-06,2021,22,2021 W22,6,2021 M 6,6,6,Sun,2,13692.938137905221,1.6289616346955796e-06,0.022305270892907535,0
2021-06-13,2021,23,2021 W23,6,2021 M 6,13,6,Sun,2,14009.942764144365,1.6289616346955796e-06,0.022821659267072112,0
2021-06-20,2021,24,2021 W24,6,2021 M 6,20,6,Sun,2,14293.040839775287,1.6289616346955796e-06,0.02328281517113103,0
2021-06-27,2021,25,2021 W25,6,2021 M 6,27,6,Sun,2,14538.955421900844,1.6289616346955796e-06,0.02368340059082576,0
2021-07-04,2021,26,2021 W26,7,2021 M 7,4,6,Sun,2,14744.621987542245,1.6289616346955796e-06,0.0240184235357952,0
2021-07-11,2021,27,2021 W27,7,2021 M 7,11,6,Sun,2,14907.221965812892,1.6289616346955796e-06,0.02428329266220042,0
2021-07-18,2021,28,2021 W28,7,2021 M 7,18,6,Sun,2,15024.21627009226,1.6289616346955796e-06,0.02447387189534941,0
2021-07-25,2021,29,2021 W29,7,2021 M 7,25,6,Sun,2,15093.378830199763,1.6289616346955796e-06,0.024586535052321862,0
2021-08-01,2021,30,2021 W30,8,2021 M 8,1,6,Sun,2,15112.830124568613,1.6289616346955796e-06,0.024618220464593887,0
2021-08-08,2021,31,2021 W31,8,2021 M 8,8,6,Sun,2,15081.070712419678,1.6289616346955796e-06,0.024566485600662786,0
2021-08-15,2021,32,2021 W32,8,2021 M 8,15,6,Sun,2,14997.014765935355,1.6289616346955796e-06,0.024429561688671803,0
2021-08-22,2021,33,2021 W33,8,2021 M 8,22,6,Sun,2,14860.023602433455,1.6289616346955796e-06,0.024206408339034896,0
2021-08-29,2021,34,2021 W34,8,2021 M 8,29,6,Sun,2,14669.939216541028,1.6289616346955796e-06,0.023896768167061464,0
2021-09-05,2021,35,2021 W35,9,2021 M 9,5,6,Sun,2,14427.117812368251,1.6289616346955796e-06,0.0235012214155811,0
2021-09-12,2021,36,2021 W36,9,2021 M 9,12,6,Sun,2,14132.463335682305,1.6289616346955796e-06,0.02302124057756839,0
2021-09-19,2021,37,2021 W37,9,2021 M 9,19,6,Sun,2,13787.461006081203,1.6289616346955796e-06,0.022459245018767598,0
2021-09-26,2021,38,2021 W38,9,2021 M 9,26,6,Sun,2,13394.2108491677,1.6289616346955796e-06,0.021818655600317486,0
2021-10-03,2021,39,2021 W39,10,2021 M10,3,6,Sun,2,12955.461228723118,1.6289616346955796e-06,0.02110394930137601,0
2021-10-10,2021,40,2021 W40,10,2021 M10,10,6,Sun,2,12474.64237888123,1.6289616346955796e-06,0.020320713841745122,0
2021-10-17,2021,41,2021 W41,10,2021 M10,17,6,Sun,2,11955.899936302148,1.6289616346955796e-06,0.019475702304495524,0
2021-10-24,2021,42,2021 W42,10,2021 M10,24,6,Sun,2,11404.128472346118,1.6289616346955796e-06,0.018576887758591336,0
2021-10-31,2021,43,2021 W43,10,2021 M10,31,6,Sun,2,10825.005025247476,1.6289616346955796e-06,0.01763351788151499,0
2021-11-07,2021,44,2021 W44,11,2021 M11,7,6,Sun,2,10225.022632288443,1.6289616346955796e-06,0.01665616958189188,0
2021-11-14,2021,45,2021 W45,11,2021 M11,14,6,Sun,2,9611.52386197302,1.6289616346955796e-06,0.01565680362211514,0
2021-11-21,2021,46,2021 W46,11,2021 M11,21,6,Sun,2,8992.734346200836,1.6289616346955796e-06,0.014648819240970397,0
2021-11-28,2021,47,2021 W47,11,2021 M11,28,6,Sun,2,8377.796312441054,1.6289616346955796e-06,0.013647108776260578,0
2021-12-05,2021,48,2021 W48,12,2021 M12,5,6,Sun,2,7776.802115906185,1.6289616346955796e-06,0.01266811228743058,0
2021-12-12,2021,49,2021 W49,12,2021 M12,12,6,Sun,2,7200.827771725955,1.6289616346955796e-06,0.01172987217819204,0
2021-12-19,2021,50,2021 W50,12,2021 M12,19,6,Sun,2,6661.966487121259,1.6289616346955796e-06,0.010852087819148214,0
2021-12-26,2021,51,2021 W51,12,2021 M12,26,6,Sun,2,6173.36219357787,1.6289616346955796e-06,0.010056170170418497,0
2021-04-04,2021,13,2021 W13,4,2021 M 4,4,6,Sun,6,9916.789254223993,3.257923269391159e-06,0.032308138468984546,0
2021-04-11,2021,14,2021 W14,4,2021 M 4,11,6,Sun,6,10373.039545103224,3.257923269391159e-06,0.03379456690830648,0
2021-04-18,2021,15,2021 W15,4,2021 M 4,18,6,Sun,6,10828.901859085996,3.257923269391159e-06,0.03527973134866945,0
2021-04-25,2021,16,2021 W16,4,2021 M 4,25,6,Sun,6,11280.696421834047,3.257923269391159e-06,0.03675164336763073,0
2021-05-02,2021,17,2021 W17,5,2021 M 5,2,6,Sun,6,11724.654089362664,3.257923269391159e-06,0.038198023383296836,0
2021-05-09,2021,18,2021 W18,5,2021 M 5,9,6,Sun,6,12156.94988021456,3.257923269391159e-06,0.039606409899573085,0
2021-05-16,2021,19,2021 W19,5,2021 M 5,16,6,Sun,6,12573.736507633728,3.257923269391159e-06,0.040964268751413055,0
2021-05-23,2021,20,2021 W20,5,2021 M 5,23,6,Sun,6,12971.17791173931,3.257923269391159e-06,0.04225910235006813,0
2021-05-30,2021,21,2021 W21,5,2021 M 5,30,6,Sun,6,13345.482791699462,3.257923269391159e-06,0.04347855892833696,0
2021-06-06,2021,22,2021 W22,6,2021 M 6,6,6,Sun,6,13692.938137905221,3.257923269391159e-06,0.04461054178581507,0
2021-06-13,2021,23,2021 W23,6,2021 M 6,13,6,Sun,6,14009.942764144365,3.257923269391159e-06,0.045643318534144224,0
2021-06-20,2021,24,2021 W24,6,2021 M 6,20,6,Sun,6,14293.040839775287,3.257923269391159e-06,0.04656563034226206,0
2021-06-27,2021,25,2021 W25,6,2021 M 6,27,6,Sun,6,14538.955421900844,3.257923269391159e-06,0.04736680118165152,0
2021-07-04,2021,26,2021 W26,7,2021 M 7,4,6,Sun,6,14744.621987542245,3.257923269391159e-06,0.0480368470715904,0
2021-07-11,2021,27,2021 W27,7,2021 M 7,11,6,Sun,6,14907.221965812892,3.257923269391159e-06,0.04856658532440084,0
2021-07-18,2021,28,2021 W28,7,2021 M 7,18,6,Sun,6,15024.21627009226,3.257923269391159e-06,0.04894774379069882,0
2021-07-25,2021,29,2021 W29,7,2021 M 7,25,6,Sun,6,15093.378830199763,3.257923269391159e-06,0.049173070104643724,0
2021-08-01,2021,30,2021 W30,8,2021 M 8,1,6,Sun,6,15112.830124568613,3.257923269391159e-06,0.049236440929187775,0
2021-08-08,2021,31,2021 W31,8,2021 M 8,8,6,Sun,6,15081.070712419678,3.257923269391159e-06,0.04913297120132557,0
2021-08-15,2021,32,2021 W32,8,2021 M 8,15,6,Sun,6,14997.014765935355,3.257923269391159e-06,0.048859123377343605,0
2021-08-22,2021,33,2021 W33,8,2021 M 8,22,6,Sun,6,14860.023602433455,3.257923269391159e-06,0.04841281667806979,0
2021-08-29,2021,34,2021 W34,8,2021 M 8,29,6,Sun,6,14669.939216541028,3.257923269391159e-06,0.04779353633412293,0
2021-09-05,2021,35,2021 W35,9,2021 M 9,5,6,Sun,6,14427.117812368251,3.257923269391159e-06,0.0470024428311622,0
2021-09-12,2021,36,2021 W36,9,2021 M 9,12,6,Sun,6,14132.463335682305,3.257923269391159e-06,0.04604248115513678,0
2021-09-19,2021,37,2021 W37,9,2021 M 9,19,6,Sun,6,13787.461006081203,3.257923269391159e-06,0.044918490037535196,0
2021-09-26,2021,38,2021 W38,9,2021 M 9,26,6,Sun,6,13394.2108491677,3.257923269391159e-06,0.04363731120063497,0
2021-10-03,2021,39,2021 W39,10,2021 M10,3,6,Sun,6,12955.461228723118,3.257923269391159e-06,0.04220789860275202,0
2021-10-10,2021,40,2021 W40,10,2021 M10,10,6,Sun,6,12474.64237888123,3.257923269391159e-06,0.040641427683490244,0
2021-10-17,2021,41,2021 W41,10,2021 M10,17,6,Sun,6,11955.899936302148,3.257923269391159e-06,0.03895140460899105,0
2021-10-24,2021,42,2021 W42,10,2021 M10,24,6,Sun,6,11404.128472346118,3.257923269391159e-06,0.03715377551718267,0
2021-10-31,2021,43,2021 W43,10,2021 M10,31,6,Sun,6,10825.005025247476,3.257923269391159e-06,0.03526703576302998,0
2021-11-07,2021,44,2021 W44,11,2021 M11,7,6,Sun,6,10225.022632288443,3.257923269391159e-06,0.03331233916378376,0
2021-11-14,2021,45,2021 W45,11,2021 M11,14,6,Sun,6,9611.52386197302,3.257923269391159e-06,0.03131360724423028,0
2021-11-21,2021,46,2021 W46,11,2021 M11,21,6,Sun,6,8992.734346200836,3.257923269391159e-06,0.029297638481940794,0
2021-11-28,2021,47,2021 W47,11,2021 M11,28,6,Sun,6,8377.796312441054,3.257923269391159e-06,0.027294217552521156,0
2021-12-05,2021,48,2021 W48,12,2021 M12,5,6,Sun,6,7776.802115906185,3.257923269391159e-06,0.02533622457486116,0
2021-12-12,2021,49,2021 W49,12,2021 M12,12,6,Sun,6,7200.827771725955,3.257923269391159e-06,0.02345974435638408,0
2021-12-19,2021,50,2021 W50,12,2021 M12,19,6,Sun,6,6661.966487121259,3.257923269391159e-06,0.02170417563829643,0
2021-12-26,2021,51,2021 W51,12,2021 M12,26,6,Sun,6,6173.36219357787,3.257923269391159e-06,0.020112340340836993,0
2021-04-04,2021,13,2021 W13,4,2021 M 4,4,6,Sun,7,9916.789254223993,4.886884904086739e-06,0.04846220770347682,0
2021-04-11,2021,14,2021 W14,4,2021 M 4,11,6,Sun,7,10373.039545103224,4.886884904086739e-06,0.05069185036245972,0
2021-04-18,2021,15,2021 W15,4,2021 M 4,18,6,Sun,7,10828.901859085996,4.886884904086739e-06,0.052919597023004174,0
2021-04-25,2021,16,2021 W16,4,2021 M 4,25,6,Sun,7,11280.696421834047,4.886884904086739e-06,0.0551274650514461,0
2021-05-02,2021,17,2021 W17,5,2021 M 5,2,6,Sun,7,11724.654089362664,4.886884904086739e-06,0.057297035074945254,0
2021-05-09,2021,18,2021 W18,5,2021 M 5,9,6,Sun,7,12156.94988021456,4.886884904086739e-06,0.059409614849359624,0
2021-05-16,2021,19,2021 W19,5,2021 M 5,16,6,Sun,7,12573.736507633728,4.886884904086739e-06,0.061446403127119575,0
2021-05-23,2021,20,2021 W20,5,2021 M 5,23,6,Sun,7,12971.17791173931,4.886884904086739e-06,0.06338865352510219,0
2021-05-30,2021,21,2021 W21,5,2021 M 5,30,6,Sun,7,13345.482791699462,4.886884904086739e-06,0.06521783839250545,0
2021-06-06,2021,22,2021 W22,6,2021 M 6,6,6,Sun,7,13692.938137905221,4.886884904086739e-06,0.0669158126787226,0
2021-06-13,2021,23,2021 W23,6,2021 M 6,13,6,Sun,7,14009.942764144365,4.886884904086739e-06,0.06846497780121634,0
2021-06-20,2021,24,2021 W24,6,2021 M 6,20,6,Sun,7,14293.040839775287,4.886884904086739e-06,0.0698484455133931,0
2021-06-27,2021,25,2021 W25,6,2021 M 6,27,6,Sun,7,14538.955421900844,4.886884904086739e-06,0.07105020177247728,0
2021-07-04,2021,26,2021 W26,7,2021 M 7,4,6,Sun,7,14744.621987542245,4.886884904086739e-06,0.0720552706073856,0
2021-07-11,2021,27,2021 W27,7,2021 M 7,11,6,Sun,7,14907.221965812892,4.886884904086739e-06,0.07284987798660127,0
2021-07-18,2021,28,2021 W28,7,2021 M 7,18,6,Sun,7,15024.21627009226,4.886884904086739e-06,0.07342161568604823,0
2021-07-25,2021,29,2021 W29,7,2021 M 7,25,6,Sun,7,15093.378830199763,4.886884904086739e-06,0.07375960515696559,0
2021-08-01,2021,30,2021 W30,8,2021 M 8,1,6,Sun,7,15112.830124568613,4.886884904086739e-06,0.07385466139378166,0
